sort,Family,Genus,Taxa,specimen numbers,,Portik,phylogeny notes,guild,ecology,Spec_lotic,ecology_source,lung_text,lung,lung_info,JRP_dissection_museum,museum dissection N = ,stage range exained,visit number,JRP_dissection_fresh,Histological_sections_examined,Dice_CT_material_reviewed,PHD_dissection_museum,air-breathing,literature_morphology,literature,Conflicting Source,Notes,Taxa_clone,development_high,development_low,source,source 2 (if needed),notes on larval period,Jetz_name
290,Hylidae,Duellmanohyla,Duellmanohyla_schmidtorum,KU_60051,,?,Cannot be robustly included,lotic,0,0,IUCN,present,1,short,KU,1,~36,1,,,,,,,KU,,,Duellmanohyla_schmidtorum,,,,,,
291,Hylidae,Duellmanohyla,Duellmanohyla_soralia,KU_MISSING,,,,"lotic, neustonic",0,0,,present,1,,KU,1,,1,,,,,,,KU,,,Duellmanohyla_soralia,,,,,,
292,Hylidae,Duellmanohyla,Duellmanohyla_uranochroa,KU_MISSING,,,,lotic,0,0,"Duellman, W.E. (1970)",present,1,,KU,1,,1,,,,,,,KU,,,Duellmanohyla_uranochroa,,,,,,
293,Hylidae,Ecnomiohyla,Ecnomiohyla_miotympanum,KU_60071,,,,lotic,0,0,"Duellman, Marion & Hedges, 2016",present,1,small,KU,1,,2,,,,,,,KU,,,Rheohyla_miotympanum,,,,,,Ecnomiohyla_miotympanum
294,Hylidae,Ecnomiohyla,Ecnomiohyla_salvaje,KU_195551,,Ecnomiohyla_minera,"salvaje is a fringe-limbed member of the genus, and the only other member sampled is the phylogenetically basal E. miotympanum (some place it in another Genus, Rheohyla). We use minera as a fringe-limbed standin to represent that likely monophyletic clade. See Mendelson III, J. R., Eichenbaum, A., & Campbell, J. A. (2015). Taxonomic review of the populations of the fringe-limbed treefrogs (Hylidae: Ecnomiohyla) in Mexico and nuclear Central America. South american journal of herpetology, 10(3), 187-194.","lentic, arboreal",1,0,,present,1,short and fat,KU,1,,2,,,,,,,KU,,,Ecnomiohyla_salvaje,,,,,,Ecnomiohyla_minera
295,Hylidae,Exerodonta,Exerodonta_melanomma,KU_87608-9,,,,lotic,0,0,"Canseco-Marquez et al., 2003",present,1,normal,KU,1,,2,,,,,,,KU,,,Exerodonta_melanomma,,,,,,
296,Hylidae,Hyla,Hyla_annectans,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Hyla_annectans,,,,,,
297,Hylidae,Hyla,Hyla_chrysoscelis,,,,,lentic,1,0,,present,1,,,,,,,,,,JRP,,* do a dissection,,,Hyla_chrysoscelis,,,,,,
298,Hylidae,Hyla,Hyla_cinerea,,,,,lentic,1,0,,present,1,,,,,,,,,,JRP,,"Haas, 2003",,,Hyla_cinerea,,,,,,
299,Hylidae,Hyla,Hyla_immaculata,,,,,lentic,1,0,,present,1,,,,,,,,,,"Borzée, personal communication",,"Borzée, personal communication",,,,,,,,,
300,Hylidae,Hyla,Hyla_meridionalis,,,,,,,,,,,,,,,,,,,,,,,,,Hyla_meridionalis,,,,,,
301,Hylidae,Hyla,Hyla_savignyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Hylidae,Hyla,Hyla_squirella,,,,,lentic,1,0,,present,1,,,,,,,,,,JRP,,* do a dissection,,,Hyla_squirella,,,,,,
303,Hylidae,Hyla,Hyla_suweonensis,,,,,lentic,1,0,,present,1,,,,,,,,,,"Borzée, personal communication",,"Borzée, personal communication",,,Hyla_suweonensis,,,,,,
304,Hylidae,Hyla,Hyla_versicolor,,,,,lentic,1,0,,present,1,,,,,,,,,,"Phillips et al., 2020","Phillips et al., 2020","Phillips et al., 2020",,,Hyla_versicolor,,,,,,
305,Hylidae,Hylomantis,Hylomantis_granulosa,,,,,"lentic, nektonic",1,0,"Nascimenta and skuk, 2007",,,,,,,,,,,,,,,,,Hylomantis_granulosa,,,,,,
306,Hylidae,Hyloscirtus,Hyloscirtus_armatus,,,,,"lotic, suctorial",0,1,Haas and Richards,present,1,,,,,,,,,,,,"Haas, 2003",,,Hyloscirtus_armatus,,,,,,
307,Hylidae,Hyloscirtus,Hyloscirtus_colymba,KU_116779-81,,,,"lotic, suctorial",0,1,"Loetters et al., 2007",present,1,normal,KU,1,,2,,,,,,,KU,,,Hyloscirtus_colymba,,,,,,
308,Hylidae,Isthmohyla,Isthmohyla_lancasteri,,,,,"lotic, sidepools",0,0,"Duellman, W. E. (1970). The hylid frogs of Middle America.",,?,,,,,,,,,,,,,,,,,,,,,
309,Hylidae,Isthmohyla,Isthmohyla_pseudopuma,KU 104145,,,,lentic,1,0,"Crump, M.L. (1989). ''Effect of habitat drying on developmental time and size at metamorphosis in Hyla pseudopuma.'' Copeia, 1989(3), 794-797.",,?,,,,,,,,,,,,,,,Isthmohyla_pseudopuma,,,,,,
310,Hylidae,Isthmohyla,Isthmohyla_rivularis,,,,,"lotic, suctorial",0,1,,,?,,,,,,,,,,,,,,,,,,,,,
311,Hylidae,Isthmohyla,Isthmohyla_tica,KU 104127,,,,"lotic, suctorial",0,1,"Savage, 2002",,?,,,,,,,,,,,,,,,,,,,,,
312,Hylidae,Isthmohyla,Isthmohyla_zeteki,KU_104121-3,,,,"lentic, arboreal",1,0,,present,1,normal,KU,1,,2,,,,,,,KU,,,Isthmohyla_zeteki,,,,,,
313,Hylidae,Itapotihyla,Itapotihyla_langsdorffii,KU_146853,,,,lentic,1,0,Pimenta and canedo (2007),present,1,normal,KU,1,,2,,,,,,,KU,,,Itapotihyla_langsdorffii,,,,,,
314,Hylidae,Litoria,Litoria_adelaidensis,AMNH_83756,,,,"lentic, nektonic",1,0,Anstis,present,1,embedded in fatty bodies,,,,,,,,,,,,,,,,,,,,
315,Hylidae,Litoria,Litoria_aurea,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,Photograph,,https://www.australiangeographic.com.au/fact-file/fact-file-green-and-golden-bell-frog-litoria-aurea/,Litoria_aurea,11 months,2.5 months,63 in Anstis,,,
316,Hylidae,Litoria,Litoria_booroolongensis,KU_180048,,,,"lotic, suctorial",0,1,"Gradwell, 1975",present,1,,KU,1,,2,,,,,,,"Gradwell, 1975",,,Litoria_booroolongensis,75 days,,Anstis,,,
317,Hylidae,Litoria,Litoria_brevipalmata,,,,,lentic,1,0,Anstis,,?,,,,,,,,,,,,,,,,,,,,,
318,Hylidae,Litoria,Litoria_citropa,,,,,"lotic, suctorial",0,1,"Gradwell, 1975",present,1,,,,,,,,,,,,"Gradwell, 1975",,,Litoria_citropa,4 months,2 months,Anstis,,,
319,Hylidae,Litoria,Litoria_coplandi,AMNH_111177,,,,"lotic, clasping",0,0,Anstis,present,1,long and thin,,,,,,,,,,,,,,,,,,,,
320,Hylidae,Litoria,Litoria_dayi,,,?,Cannot be robustly included,"lotic, suctorial",0,1,Anstis,absent,0,,,,,,,,,,,,"Haas, 2003",,,Litoria_dayi,4 months,3 months,Anstis,,,
321,Hylidae,Litoria,Litoria_inermis,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,"Haas, 2003",,,Litoria_inermis,74 days,,Anstis,,,
322,Hylidae,Litoria,Litoria_infrafrenata,,,,,lentic,1,0,Anstis,,?,,,,,,,,,,,,,,,,,,,,,
323,Hylidae,Litoria,Litoria_iris,,,,,lentic,1,0,"Menzies, J. I. (1975). Handbook of Common New Guinea Frogs. Wau Ecology Institute, Papua New Guinea.",,?,,,,,,,,,,,,,,,,,,,,,
324,Hylidae,Litoria,Litoria_jervisiensis,,,,,"lentic, nektonic",1,0,Anstis,,,,,,,,,,,,,,,,,,,,,,,
325,Hylidae,Litoria,Litoria_lesueurii,,,,,"lotic, suctorial",0,1,Anstis,present,1,,,,,,,,,,,,"Haas, 2003 and Gradwell, 1975",,,Litoria_lesueurii,,50,66 in Anstis,,,
326,Hylidae,Litoria,Litoria_moorei,AMNH_83802,,,,"lentic, nektonic",1,0,Anstis,present,1,normal - transparent,,,,,,,,,,,,,,,,,,,,
327,Hylidae,Litoria,Litoria_nannotis,ZMH12201,,,,"lotic, suctorial",0,1,"Liem, 1974",absent,0,,,,,,,,,Dias,,,Haas and Richards,,,Litoria_nannotis,,,,,,
328,Hylidae,Litoria,Litoria_nyakalensis,,,,,"lotic, suctorial",0,1,"Liem, 1974",absent,0,,,,,,,,,,,,"Richards, 2002",,,Litoria_nyakalensis,12 months,6 months,323 in Anstis,,,
329,Hylidae,Litoria,Litoria_rheocola,,,,,"lotic, suctorial",0,1,"Liem, 1974",absent,0,,,,,,,,,,,,"Haas, 2003",,,Litoria_rheocola,,,,,,
330,Hylidae,Litoria,Litoria_serrata,,,,,lotic,0,0,Anstis,present,1,,,,,,,,,,,,"Haas, 2003",,,Litoria_serrata,,,,,,
331,Hylidae,Litoria,Litoria_subglandulosa,,,,,"lotic, suctorial",0,1,Anstis,present,1,,,,,,,,,,,,"Gradwell, 1975",,,Litoria_subglandulosa,44 days,40 days,83 in Anstis,,,
332,Hylidae,Litoria,Litoria_xanthomera,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,,,,Litoria_xanthomera,46 days,40 days,Anstis,,,
333,Hylidae,Lysapsus,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
334,Hylidae,Megastomatohyla,Megastomatohyla_mixe,KU_104183,,,,"lotic, suctorial",0,1,,absent,0,big buds,KU,2,,2,,,,,,,KU,,,Megastomatohyla_mixe,,,,,,
335,Hylidae,Megastomatohyla,Megastomatohyla_mixomaculata,KU_113024,,Megastomatohyla_pellita,"Assumed generic monophyly, only 2 sampled.","lotic, suctorial",0,1,,absent,0,big buds,KU,2,,2,,,,,,,KU,,,Megastomatohyla_mixomaculata,,,,,,
336,Hylidae,Myersiohyla,Myersiohyla_chamaeleo,,,Myersiohyla_inparquesi,assumed generic monophyly and only 1 member represented,"lotic, clasping",0,0,"Faivovich, Julian, McDiarmid, Roy W., and Myers, Charles W. 2013. ""Two new species of Myersiohyla (Anura, Hylidae) from Cerro de la Neblina, Venezuela, with comments on other species of the genus."" American Museum Novitates. 1–63.",,?,,,,,,,,,,,,,,,0,,,,,,Myersiohyla_inparquesi
337,Hylidae,Nesorohyla,Nesorohyla_kanaima,,,,,lentic,1,0,MacCulloch and Lathrop (2005),,,,,,,,,,,,,,,,,Nesorohyla_kanaima,,,,,,Myersiohyla_kanaima
338,Hylidae,Nyctimantis,Nyctimantis_rugiceps,,,,,"lentic, arboreal",1,0,,,,,,,,,,,,,,,,,,Nyctimantis_rugiceps,,,,,,
339,Hylidae,Nyctimystes,Nyctimystes_cheesmani,,,,,"lotic, suctorial",0,1,,,?,,,,,,,,,,,,,,,0,,,,,,
340,Hylidae,Osteocephalus,Osteocephalus_oophagus,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Osteocephalus_oophagus,,,,,,
341,Hylidae,Osteocephalus,Osteocephalus_planiceps,,,,,"lentic, arboreal",1,0,"Jungfer and Weygoldt, 1999",present,1,,,,,,,,,,,,"Haas, 2003",,,Osteocephalus_planiceps,,,,,,
342,Hylidae,Osteopilus,Osteopilus_dominicensis,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,,,,"Noble, 1929",,,Osteopilus_dominicensis,,,,,,
343,Hylidae,Osteopilus,Osteopilus_ocellatus,KU_84697,,,,"lentic, arboreal",1,0,,present,1,short and fat,KU,1,~27,1,,,,,,,"Lannoo et al., 1987",,relationship based on  https://doi.org/10.1111/cla.12409,Osteopilus_ocellatus,,,,,,Osteopilus_crucialis
344,Hylidae,Osteopilus,Osteopilus_septentrionalis,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Lannoo et al., 1987",,,Osteopilus_septentrionalis,,,,,,
345,Hylidae,Osteopilus,Osteopilus_vastus,,,,,lotic,0,0,,present,1,,,,,,,,,,,,,,,Osteopilus_vastus,,,,,,
346,Hylidae,Phasmahyla,Phasmahyla_cochranae,KU_344807,,,,"lentic, neustonic",1,0,,present,1,large,KU,1,~37,1,,,,,,,KU,,,Phasmahyla_cochranae,,,,,,
347,Hylidae,Phasmahyla,Phasmahyla_cruzi,,,,,"lentic, neustonic",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Phasmahyla_cruzi,,,,,,
348,Hylidae,Phasmahyla,Phasmahyla_guttata,KU_112400,,,,"lentic, neustonic",1,0,,present,1,large,KU,1,~31,1,,,,,,,KU,,,Phasmahyla_guttata,,,,,,
349,Hylidae,Phrynomedusa,,,,,,"lentic, suspension feeder",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
350,Hylidae,Phyllodytes,Phyllodytes_praeceptor,,,,,"lentic, arboreal",1,0,"Santos et al., 2019",,,,,,,,,,,,,,,,,Phyllodytes_praeceptor,,,,,,Phyllodytes_luteolus
351,Hylidae,Phyllomedusa,Phyllomedusa_distincta,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Phyllomedusa_distincta,,,,,,
352,Hylidae,Phyllomedusa,Phyllomedusa_vaillantii,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Phyllomedusa_vaillantii,,,,,,
353,Hylidae,Pithecopus,,,,,,"lentic, suspension feeder",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
354,Hylidae,Plectrohyla,Plectrohyla_guatemalensis,KU_94147,,,,lotic,0,0,amphibiaweb,present,1,normal,KU,1,~26,1,,,,,,,KU,,,Plectrohyla_guatemalensis,,,,,,
355,Hylidae,Plectrohyla,Plectrohyla_teuchestes,KU 68522,,,,"lotic, suctorial",0,1,,,,,,,,,,,,,,,,,,,,,,,,
356,Hylidae,Pseudacris,Pseudacris_crucifer,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,,"Phillips et al., 2020",,"Phillips et al., 2020",,,Pseudacris_crucifer,,,,,,
357,Hylidae,Pseudacris,Pseudacris_ornata,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,,,,dicect,,,Pseudacris_ornata,,,,,,
358,Hylidae,Pseudacris,Pseudacris_regilla,KU_118150,,,,lentic,1,0,,present,1,small,KU,1,,2,,,,,,,,,,Hyliola_regilla,,,,,,
359,Hylidae,Pseudacris,Pseudacris_triseriata,,,,,lentic,1,0,"Trauth, S. E., Robison, H. W., and Plummer, M. V. (2004).",,,,,,,,,,,,,,,,,Pseudacris_triseriata,,,,,,
360,Hylidae,Pseudis,Pseudis_minuta,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Pseudis_minuta,,,,,,
361,Hylidae,Pseudis,Pseudis_paradoxa,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Pseudis_paradoxa,,,,,,
362,Hylidae,Ptychohyla,Ptychohyla_zophodes,KU_missing,,,,lotic,0,0,,present,1,short,KU,1,,1,,,,,,,KU,,,Ptychohyla_zophodes,,,,,,
363,Hylidae,Ranoidea,Litoria_caerulea,KU_204183,,,,lentic,1,0,IUCN,present,1,normal,KU,1,~36,1,,,,,,,KU,,,Ranoidea_caerulea,40 days,31 days,Anstis,,,
364,Hylidae,Ranoidea,Litoria_rubella,,,,,lentic,1,0,IUCN,present,1,,,,,,,,,Dias,,,Dias,,,Ranoidea_rubella,37 days,,Anstis,,,
365,Hylidae,Sarcohyla,Sarcohyla_arborescandens,KU_68379-80,,,,lotic,0,0,,present,1,,KU,1,~37,2,,,,,,,KU,,,Sarcohyla_arborescandens,,,,,,Plectrohyla_arborescandens
366,Hylidae,Sarcohyla,Sarcohyla_charadicola,,,,,"lotic, clasping",0,1,IUCN,,,,,,,,,,,,,,,,,,,,,,,
367,Hylidae,Scarthyla,Scarthyla_goinorum,KU_205864,,,,"lentic, nektonic",1,0,,present,1,normal,KU,1,~38,1,,,,,,,KU,,,Scarthyla_goinorum,,,,,,
368,Hylidae,Scarthyla,Scarthyla_vigilans,,,,,lentic,1,0,Lotzkat 2007,present,1,,,,,,,,,Dias,,,Dias,,,Scarthyla_vigilans,,,,,,
369,Hylidae,Scinax,Scinax_albicans,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Scinax_albicans,,,,,,Scinax_catharinae
370,Hylidae,Scinax,Scinax_nasicus,KU_missing,,,,lentic,1,0,,present,1,,KU,1,,1,,,,,,,KU,,,Scinax_nasicus,,,,,,
371,Hylidae,Scinax,Scinax_ruber,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Scinax_ruber,,,,,,
372,Hylidae,Smilisca,Smilisca_baudinii,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Smilisca_baudinii,,,,,,
373,Hylidae,Smilisca,Smilisca_phaeota,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Smilisca_phaeota,,,,,,
374,Hylidae,Sphaenorhynchus,Sphaenorhynchus_dorisae,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Sphaenorhynchus_dorisae,,,,,,
375,Hylidae,Tepuihyla,Tepuihyla_edelcae,,,,,lentic,1,0,,,?,,,,,,,,,,,,,,,0,,,,,,
376,Hylidae,Tlalocohyla,Tlalocohyla_loquax,KU_68396-7,,,,lentic,1,0,,present,1,small,KU,1,,2,,,,,,,KU,,,Tlalocohyla_loquax,,,,,,
377,Hylidae,Trachycephalus,Trachycephalus_resinifictrix,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Trachycephalus_resinifictrix,,,,,,
378,Hylidae,Trachycephalus,Trachycephalus_typhonius,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Downie et al., 2009",,,Trachycephalus_typhonius,,,,,,Trachycephalus_hadroceps
379,Hylidae,Triprion,Triprion_petasatus,KU_71736,,,,"lentic, benthic",1,0,,present,1,normal,KU,1,~30,1,,,,,,,KU,,,Triprion_petasatus,,,,,,
380,Hylidae,Xenohyla,Xenohyla_truncata,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,Dias,,,,,,Xenohyla_truncata,,,,,,
381,Hylodidae,Crossodactylus,Crossodactylus_gaudichaudii,,,,,"lotic, benthic",0,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Crossodactylus_gaudichaudii,,,,,,Crossodactylus_caramaschii
382,Hylodidae,Crossodactylus,Crossodactylus_schmidti,,,,,"lotic, benthic",0,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Crossodactylus_schmidti,,,,,,
383,Hylodidae,Hylodes,Hylodes_asper,KU_112387,,,,lotic,0,0,IUCN,present,1,small,KU,1,~27,1,,,,,,,KU,,"Pereira, Rachel Montesinos Martins. Phylogenetic Systematics of Hylodidae (Amphibia: Anura). Diss. Universidade de São Paulo, 2017.",Hylodes_asper,,,,,,Hylodes_nasus
384,Hylodidae,Hylodes,Hylodes_meridionalis,,,,,"lotic, benthic",0,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Hylodes_meridionalis,,,,,,
385,Hylodidae,Hylodes,Hylodes_phyllodes,,,,,lotic,0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Hylodes_phyllodes,,,,,,
386,Hylodidae,Megaelosia,Megaelosia_goeldii,,,,,"lotic, benthic",0,0,Wassersug and Heyer (1989),present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Megaelosia_goeldii,,,,,,
387,Hyperoliidae,Acanthixalus,Acanthixalus_spinosus,KU_204630,,,,"lentic, arboreal",1,0,,present,1,large,KU,1,~27,1,,,,,,,KU,,,Acanthixalus_spinosus,,,,,,
388,Hyperoliidae,Afrixalus,Afrixalus_delicatus,,,,,"lentic, nektonic",1,0,,present,1,,PHYSIO,1,,,,,,,JRP,,,,,Afrixalus_sp.,,,,,,
389,Hyperoliidae,Afrixalus,Afrixalus_dorsalis,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Afrixalus_dorsalis,,,,,,
390,Hyperoliidae,Alexteroon,,,,,,"lotic, benthic",0,0,,,,,,,,,,,,,,,,,,0,,,,,,
391,Hyperoliidae,Arlequinus,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
392,Hyperoliidae,Callixalus,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
393,Hyperoliidae,Chrysobatrachus,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
394,Hyperoliidae,Cryptothylax,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
395,Hyperoliidae,Heterixalus,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
396,Hyperoliidae,Hyperolius,Hyperolius_marmoratus,,,,,lentic,1,0,,present,1,,PHYSIO,,,,1,,,,JRP,,PHYSIO,,,Hyperolius_marmoratus,,,,,,
397,Hyperoliidae,Hyperolius,Hyperolius_puncticulatus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,,,,Hyperolius_puncticulatus,,,,,,
398,Hyperoliidae,Hyperolius,Hyperolius_pusillus,,,,,lentic,1,0,,present,1,,PHYSIO,,,,,,,,JRP,,PHYSIO,,,Hyperolius_pusillus,,,,,,
399,Hyperoliidae,Hyperolius,Hyperolius_tuberilinguis,,,,,lentic,1,0,,present,1,,PHYSIO,,,,,,,,JRP,,PHYSIO,,,Hyperolius_tuberilinguis,,,,,,
400,Hyperoliidae,Kassina,Kassina_cochranae,,,,,"lentic, nektonic",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Kassina_cochranae,,,,,,
401,Hyperoliidae,Kassina,Kassina_senegalensis,KU_206596,,,,"lentic, nektonic",1,0,,present,1,large,KU,1,~27,1,,,,,JRP,,"Haas, 2003; KU",,,Kassina_senegalensis,,,,,,
402,Hyperoliidae,Kassinula,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
403,Hyperoliidae,Morerella,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
404,Hyperoliidae,Opisthothylax,,,,,,"lotic, benthic",0,0,,,,,,,,,,,,,,,,,,0,,,,,,
405,Hyperoliidae,Paracassina,,,,,,"lentic, nektonic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
406,Hyperoliidae,Phlyctimantis,Phlyctimantis_leonardi,A-153486,,,,"lentic, nektonic",1,0,,present,1,normal - large?,MCZ,1,,,,,,,,,MCZ,,,Phlyctimantis_leonardi,,,,,,
407,Hyperoliidae,Phlyctimantis,Phlyctimantis_maculatus,,,,,"lentic, nektonic",1,0,,present,1,,PHYSIO,,,,,,,,JRP,,PHYSIO,,,Phlyctimantis_maculatus,,,,,,Kassina_maculata
408,Hyperoliidae,Semnodactylus,Semnodactylus_wealii,missing,,,,"lentic, nektonic",1,0,,present,1,large,KU,1,~38,1,1,,,,JRP,,KU,,,Semnodactylus_wealii,,,,,,
409,Hyperoliidae,Tachycnemis,Tachycnemis_seychellensis,KU_206842,,,,"lotic, benthic",0,0,,present,1,large,KU,1,~27,1,,,,,,,KU,,,Tachycnemis_seychellensis,,,,,,
410,Leiopelmatidae,Leiopelma,Leiopelma_hochstetteri,,,,,"lotic, endotroph",2,0,,absent,0,,,,,,,,,,,,Bell and Wassersug,,,Leiopelma_hochstetteri,,,,,,
411,Leptodactylidae,Adenomera,Adenomera_hylaedactyla,KU_220508,,,,"lentic, benthic",1,0,,present,1,normal,KU,1,,1,,,,,,,KU,,,Adenomera_sp.,,,,,,Adenomera_andreae
412,Leptodactylidae,Adenomera,Adenomera_marmorata,,,,,terrestrial nest,2,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Adenomera_marmorata,,,,,,
413,Leptodactylidae,Crossodactylodes,Crossodactylodes_itambe,,,,,"lentic, arboreal",1,0,"Santos et al., 2017",present,1,,,,,,,,,,,,"Santos et al., 2017",,,Crossodactylodes_itambe,,,,,,Crossodactylodes_izecksohni
414,Leptodactylidae,Edalorhina,,,,,,lentic,1,,Duellman and Morales,,,,,,,,,,,,,,,,,,,,,,,
415,Leptodactylidae,Engystomops,Engystomops_petersi,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Engystomops_petersi,,,,,,
416,Leptodactylidae,Engystomops,Engystomops_pustulosus,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Engystomops_pustulosus,,,,,,
417,Leptodactylidae,Hydrolaetare,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
418,Leptodactylidae,Leptodactylus,Leptodactylus_flavopictus,,,,,lotic,0,0,IUCN,present,1,,,,,,,,,Dias,,,Dias,,,Leptodactylus_flavopictus,,,,,,
419,Leptodactylidae,Leptodactylus,Leptodactylus_fuscus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Leptodactylus_fuscus,,,,,,
420,Leptodactylidae,Leptodactylus,Leptodactylus_gracilis,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Leptodactylus_gracilis,,,,,,
421,Leptodactylidae,Leptodactylus,Leptodactylus_knudseni,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Leptodactylus_knudseni,,,,,,
422,Leptodactylidae,Leptodactylus,Leptodactylus_latinasus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Leptodactylus_latinasus,,,,,,
423,Leptodactylidae,Leptodactylus,Leptodactylus_latrans,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Leptodactylus_latrans,,,,,,
424,Leptodactylidae,Leptodactylus,Leptodactylus_lithonaetes,,,,,"Lotic, semiterrestrial",0,1,"Heyer and Heyer, 2001",,?,,,,,,,,,,,,,,"de Sa, 2014",Leptodactylus_lithonaetes,,,,,,Leptodactylus_pentadactylus
425,Leptodactylidae,Leptodactylus,Leptodactylus_mystaceus,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Leptodactylus_mystaceus,,,,,,
426,Leptodactylidae,Leptodactylus,Leptodactylus_mystacinus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Leptodactylus_mystacinus,,,,,,
427,Leptodactylidae,Leptodactylus,Leptodactylus_ocellatus,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,dicect,,,Leptodactylus_ocellatus,,,,,,Leptodactylus_bolivianus
428,Leptodactylidae,Leptodactylus,Leptodactylus_podicipinus,,,,,lentic,1,0,IUCN,present,1,,,,,,,,,Dias,,,Dias,,,Leptodactylus_podicipinus,,,,,,
429,Leptodactylidae,Leptodactylus,Leptodactylus_wagneri,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Leptodactylus_wagneri,,,,,,
430,Leptodactylidae,Lithodytes,,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
431,Leptodactylidae,Paratelmatobius,Paratelmatobius_lutzii,,,?,Cannot be robustly included,lentic,1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Paratelmatobius_lutzii,,,,,,Paratelmatobius_poecilogaster
432,Leptodactylidae,Paratelmatobius,Paratelmatobius_mantiqueira,,,Paratelmatobius_poecilogaster,"assumed generic monophyly, 2 sampled, neither in tree. ",lentic,1,0,IUCN,present,1,,,,,,,,,,,,de Toledo Moroti et al 2022,,,Paratelmatobius_mantiqueira,,,,,,
433,Leptodactylidae,Physalaemus,Physalaemus_biligonigerus,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Physalaemus_biligonigerus,,,,,,
